,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude
607,JP Nagar Phase 3,-,-,30000,30000,-,-,12.9122,77.5923
608,Ashwini Layout,-,-,"24,000 - 26,000",25333.33,-,-,12.9402,77.6289
609,Bande Nalla Sandra,-,-,12000,12000,"18,000 - 20,000",19000,12.7906,77.6522
610,Basaveshwara Nagar Yelahanka,15000,15000,-,-,-,-,13.09,77.6056
611,Bedarahalli,-,-,-,-,16000,16000,12.9812,77.4851
612,Bhoganhalli,-,-,-,-,45000,45000,12.9257,77.7003
613,Bhoopasandra,16000,16000,17000,17000,30000,30000,13.0436,77.5813
614,BTM 2nd Stage Mico Layout,"10,500 - 15,500",13000,14500,14500,-,-,12.9128,77.6043
615,Byadarahalli,12000,12000,-,-,-,-,12.9902,77.4794
616,Bychapura,20000,20000,18000,18000,15000,15000,0.0,0.0
617,Crimson Layout,7000,7000,-,-,24000,24000,12.9849,77.7658
618,Devinagar Main Road,6500,6500,-,-,18000,18000,0.0,0.0
619,Doddakannalli,12000,12000,23000,23000,-,-,12.912,77.6958
620,Domlur I Stage,"19,000 - 22,000",20500,"37,000 - 40,000",38500,-,-,12.9594,77.6379
621,Electronic City Phase I,"5,500 - 10,000",7750,-,-,-,-,12.8431,77.6565
622,Essel Gardens,7000,7000,-,-,-,-,13.0545,77.6668
623,Gandhi Bazar,-,-,"15,000 - 24,000",18666.67,-,-,12.9456,77.5713
624,Garden Villas,-,-,9000,9000,-,-,12.9629,77.5197
625,GM Palaya,-,-,18500,18500,-,-,12.9751,77.6659
626,Gollahalli Electronic City Road,-,-,27000,27000,"25,000 - 29,000",27000,0.0,0.0
627,Gunjur Palaya,-,-,18000,18000,-,-,12.9218,77.7186
628,Hadosiddapura,"7,700 - 12,000",10533.33,-,-,-,-,12.8977,77.7066
629,Hagadur,"11,500 - 13,900",1366.67,15000,15000,-,-,12.9661,77.757
630,Hanumatha Nagar,6500,6500,"15,000 - 20,000",17500,-,-,12.9425,77.5626
631,HBR Layout 2nd Block,-,-,2 L,200000,-,-,13.0232,77.6286
632,Hennur Rd,-,-,27000,27000,-,-,13.0377,77.6288
633,HMT Housing Colony,8500,8500,13000,13000,-,-,13.0347,77.5003
634,HMT Layout,-,-,19000,19000,"23,000 - 25,000",24000,0.0,0.0
635,Hoodi ITPL Road Mahadevapura,"10,000 - 13,500",12333.33,-,-,-,-,12.9958,77.7273
636,Hosakerehalli Main Road,-,-,9000,9000,-,-,0.0,0.0
637,Infantry Road,-,-,"40,000 - 42,000",41333.33,-,-,0.0,0.0
638,Jogupalya,21500,21500,16500,16500,-,-,12.9694,77.6229
639,Kempapura Agrahara,-,-,"12,500 - 30,000",21250,-,-,12.9701,77.5526
640,Kempegowda Nagar,22500,22500,-,-,-,-,12.9473,77.5634
641,Kithaganur Main Road,-,-,16000,16000,-,-,0.0,0.0
642,Kodigehalli near Hoodi circle ITPL,-,-,14000,14000,-,-,0.0,0.0
643,Lakkasandra,"7,500 - 11,500",9500,-,-,-,-,12.9435,77.6006
644,Langford Road,-,-,"37,000 - 42,000",39500,-,-,12.957,77.6028
645,Mariyannapalya Kaveri Layout,10300,10300,"20,000 - 22,000",21000,-,-,0.0,0.0
646,Meenakshi Layout,13000,13000,"13,000 - 25,000",19000,-,-,12.8841,77.6744
647,Mitganahalli,9000,9000,9000,9000,-,-,13.109000000000002,77.6622
648,Muthyala Nagar,-,-,"13,000 - 20,000",16500,-,-,13.0406,77.5498
649,Naganathapura,7500,7500,-,-,25000,25000,12.8709,77.6629
650,Nagenahalli,6500,6500,-,-,-,-,13.1309,77.5741
651,Nagendra Block Bangalore,8500,8500,"14,000 - 18,000",16000,-,-,0.0,0.0
652,Neeladri Nagar,-,-,16000,16000,-,-,12.8391,77.6472
653,Neeladri Nagar Electronics City Phase 1,-,-,"18,000 - 18,500",18250,-,-,12.8391,77.6472
654,Neo Town Electronics City Pha,-,-,"22,000 - 25,000",23000,32900,32900,0.0,0.0
655,Off Cunningham Road,-,-,43000,43000,-,-,0.0,0.0
656,Oil Mill Road,-,-,"15,000 - 15,500",15166.67,-,-,0.0,0.0
657,Palace Guttahalli,6000,6000,-,-,-,-,12.9974,77.578
658,Rajashree Layout,"10,500 - 12,000",11250,17000,17000,23363,23363,12.9521,77.708
659,Ramanshree Nagar,18500,18500,-,-,21000,21000,12.8635,77.597
660,Rukmaiah Layout,12000,12000,16000,16000,33000,33000,12.8784,77.6128
661,Sanjeevini Nagar,-,-,"18,000 - 65,000",41500,-,-,13.055,77.5888
662,Saptagiri Layout,7000,7000,-,-,17000,17000,12.9177,77.5347
663,Shivanagar,8000,8000,-,-,-,-,12.9918,77.5487
664,"Subramanyanagar,2 State",12000,12000,-,-,-,-,13.0064,77.5576
665,Suddaguntepalya,"8,500 - 12,800",10575,-,-,-,-,12.9309,77.6097
666,Telecom Layout,-,-,35000,35000,-,-,13.0693,77.6171
667,Thippasandra,-,-,"23,000 - 25,000",24000,-,-,12.9718,77.6552
668,Vajarahalli,15000,15000,-,-,-,-,12.8724,77.5339
669,Vasanthpura,-,-,22000,22000,-,-,12.8982,77.5541
670,Vijaya Nagara Extension off Magadi Road,-,-,11500,11500,-,-,0.0,0.0
671,Virat Nagar,"8,000 - 8,400",8200,16500,16500,-,-,12.9041,77.62
672,Viru Paksheswar Nagar,-,-,-,-,45000,45000,0.0,0.0
673,Vivek Nagar,11000,11000,14500,14500,-,-,12.9545,77.6191
674,Voderahalli,5300,5300,-,-,-,-,13.0959,77.5376
675,Sudhama Nagar,12500,12500,16000,16000,-,-,12.9592,77.5868
676,Near Peenya Industrial Area,6500,6500,-,-,32000,32000,0.0,0.0
677,Immadihalli,10000,10000,15000,15000,-,-,12.965,77.7595
678,14th Main,-,-,16500,16500,-,-,0.0,0.0
679,1st Phase JP Nagar,-,-,22000,22000,-,-,12.9118,77.5795
680,Aga Abbas Ali Road,-,-,-,-,"55,000 - 80,000",67500,0.0,0.0
681,Akshayanagara West,-,-,"10,999 - 11,000",10999.5,-,-,12.8736,77.6149
682,Amarajyothi Nagar,10000,10000,15000,15000,-,-,12.9745,77.5268
683,Ambedkar Veedhi,8000,8000,80000,80000,-,-,12.9753,77.5877
684,Ashraya Layout Bangalore,13000,13000,-,-,-,-,12.9845,77.7059
685,Banashankari 3rd Stage Banashankari,11000,11000,"13,500 - 14,500",14000,-,-,12.9345,77.5435
686,Bangalore University Road,-,-,9500,9500,-,-,0.0,0.0
687,Begur Road,10000,10000,18500,18500,-,-,0.0,0.0
688,Brunton Road,-,-,35000,35000,"75,000 - 1.2 L",97500,0.0,0.0
689,Byrathi in Hennur Road,10000,10000,15000,15000,-,-,0.0,0.0
690,C S B Layout,-,-,15500,15500,-,-,12.9086,77.6754
691,Chikkathoguru Village,7000,7000,-,-,"15,000 - 17,000",16000,12.8583,77.6493
692,Chinnapanahalli,"9,500 - 14,500",12000,-,-,26000,26000,12.967,77.7048
693,Ckikkakammana Halli,14000,14000,-,-,-,-,12.8496,77.6
694,Dodda Bommasandra,-,-,17000,17000,-,-,13.0605,77.562
695,Dodda kallasandra Narayana Nagar Road,-,-,9500,9500,-,-,0.0,0.0
696,Doddathoguru,18000,18000,"15,000 - 20,000",17500,-,-,12.8479,77.6528
697,Domlur II Stage,20700,20700,"26,000 - 42,000",34000,-,-,12.9629,77.6386
698,Domlur Village,20000,20000,32500,32500,-,-,12.960999999999999,77.6387
699,Forum Mall Parking,16500,16500,-,-,-,-,0.0,0.0
700,Garvebhavi Palya,10000,10000,-,-,-,-,12.8944,77.6368
701,Gottigere Road,-,-,-,-,28000,28000,0.0,0.0
702,HAL OLD AIRPORT RD,14000,14000,20000,20000,-,-,0.0,0.0
703,Hebbal Dasarahalli Main Road,-,-,12000,12000,-,-,0.0,0.0
704,Herohalli,-,-,18000,18000,-,-,12.9897,77.4896
705,Hoodi Main Road,-,-,19500,19500,22000,22000,0.0,0.0
706,Hoodi Village,12800,12800,-,-,-,-,12.99,77.7133
707,Hullahalli,-,-,7000,7000,-,-,12.8242,77.6164
708,Ittina Akkala Road,-,-,-,-,"26,000 - 60,000",37416.67,0.0,0.0
709,Jai Bheema Nagar,6000,6000,-,-,-,-,12.9923,77.5727
710,Jambusawari Dinne,8400,8400,10000,10000,-,-,12.8631,77.5784
711,Jayachamarajendra Nagar,-,-,"15,000 - 17,000",16000,-,-,12.9868,77.5469
712,Kadubeesanahalli,-,-,"22,000 - 30,000",26000,-,-,12.9394,77.6952
713,Kathriguppe Main Road,-,-,18000,18000,-,-,12.9255,77.5468
714,Kodichikkanahalli Seenappa Layout,-,-,20000,20000,-,-,12.8966,77.6171
715,Konena Agrahara,-,-,23600,23600,-,-,12.9577,77.6608
716,Koppa Begur Road,-,-,12000,12000,-,-,0.0,0.0
717,Koramangala 6th Block,20000,20000,22000,22000,-,-,12.9382,77.6228
718,Koti Hosahalli,7000,7000,15000,15000,-,-,13.0526,77.5777
719,Kr Puram Seegehalli,"8,200 - 8,500",8350,-,-,-,-,13.0121,77.7652
720,Kurubarakunte,-,-,15000,15000,-,-,0.0,0.0
721,Lakshmi Layout,-,-,-,-,20000,20000,12.8901,77.5913
722,Langford Town,35000,35000,-,-,-,-,12.957,77.6028
723,Lower Palace Orchards,-,-,"28,000 - 30,000",29333.33,-,-,13.0043,77.5802
724,Malagala,-,-,15000,15000,-,-,12.9754,77.5168
725,Maruthi Sevanagar,15000,15000,-,-,-,-,13.0019,77.6322
726,MEI Employees Housing Colony,"14,000 - 16,000",15000,16000,16000,-,-,0.0,0.0
727,MLA Layout Main Road,13700,13700,-,-,"13,500 - 16,000",14750,0.0,0.0
728,Mukambika Nagar,6000,6000,15000,15000,-,-,12.9262,77.5347
729,Nagadevanahalli,-,-,15000,15000,-,-,12.9422,77.4906
730,Nayatappa Layout,"12,600 - 15,100",13900,-,-,-,-,12.8848,77.6013
731,Nobel Residency Phase 2,-,-,-,-,20000,20000,0.0,0.0
732,Pai Layout,-,-,-,-,"35,000 - 65,000",50000,12.9943,77.6668
733,Rachenahalli Main Road,12000,12000,18000,18000,23000,23000,0.0,0.0
734,Raja Layout,10000,10000,17000,17000,21000,21000,12.9339,77.48899999999999
735,Ramaswamipalya,19000,19000,-,-,22000,22000,13.0087,77.6341
736,Royal Residence Layout,-,-,18000,18000,-,-,12.8826,77.6128
737,S.Bingipura,-,-,9500,9500,-,-,12.8248,77.6278
738,Sanchar Nagar MCECHS Layout,10000,10000,13400,13400,-,-,0.0,0.0
739,Sarakki,8500,8500,-,-,-,-,12.8994,77.5799
740,Sector 5 HSR Layout,10500,10500,-,-,-,-,12.9173,77.6368
741,Shankarapuram,-,-,18000,18000,-,-,12.9521,77.5707
742,Shree Ananth Nagar Layout,-,-,"15,120 - 20,000",16873.33,-,-,12.8343,77.6958
743,Silicon Town,15000,15000,12000,12000,-,-,12.8569,77.6808
744,Sri Enclave Layout,13000,13000,"15,000 - 20,000",17500,-,-,12.8782,77.6145
745,Sri Krishna Layout,-,-,20000,20000,28000,28000,12.8253,77.6567
746,Sri Venkateswara Layout,"8,000 - 15,000",10333.33,-,-,-,-,12.9849,77.6874
747,Sunkalpalya,-,-,-,-,"14,000 - 22,000",18000,12.9045,77.4946
748,Thyagraj Nagar,-,-,25000,25000,35000,35000,12.9312,77.5671
749,Udayagiri,-,-,-,-,22500,22500,0.0,0.0
750,Ullal Road,-,-,12000,12000,-,-,0.0,0.0
751,Valliyamma Layout,9500,9500,-,-,-,-,12.9109,77.6729
752,Venkateshappa Layout,-,-,20000,20000,30000,30000,13.013,77.6374
753,Venkateshpuram,-,-,9000,9000,-,-,13.0143,77.62
754,Vibgyor High School Road,13500,13500,25000,25000,-,-,0.0,0.0
755,Vidyamanya Nagar,-,-,10000,10000,-,-,13.005999999999998,77.4917
756,Vidyanagar,-,-,-,-,5000,5000,12.824000000000002,77.6858
757,Vimanapura,-,-,"9,000 - 12,000",10500,-,-,12.9655,77.6695
758,Vishveshwarya Layout,-,-,11000,11000,-,-,12.964,77.4973
759,Vittal Mallya Road,-,-,75000,75000,"62,000 - 65,000",63500,0.0,0.0
760,Basaveswarnagar,-,-,14500,14500,-,-,12.988,77.5375
761,10 1 4th Cross Rd B T M La,"6,800 - 10,500",8650,-,-,-,-,0.0,0.0
762,10th Cross Muninanjappa Layout,6000,6000,12000,12000,-,-,0.0,0.0
763,1st C Main Road,12000,12000,-,-,-,-,0.0,0.0
764,22 ITI Layout Sector 7 HSR,16000,16000,22000,22000,-,-,0.0,0.0
765,48 6 Kudlu Main Road Kudlu,"6,000 - 9,000",7500,-,-,-,-,0.0,0.0
766,"7th Cross Road, HSR Layout",13000,13000,-,-,-,-,0.0,0.0
767,80 Feet Road,-,-,13000,13000,-,-,0.0,0.0
768,9th Block Jayanagara,15000,15000,-,-,28000,28000,12.9205,77.592
769,Abbaiah Reddy Layout Road,-,-,"26,000 - 28,000",27000,-,-,0.0,0.0
770,AECS Layout 1st Stage,10000,10000,-,-,25000,25000,13.033,77.5787
771,AECS Layout Sri Nivasa Reddy Layout,13800,13800,-,-,-,-,0.0,0.0
772,Agara,13000,13000,-,-,-,-,12.9231,77.6465
773,Anandapura Circle,-,-,12000,12000,-,-,0.0,0.0
774,Anandnagar,-,-,-,-,60000,60000,13.0313,77.5913
775,Anjanapura 80 Feet Road,-,-,-,-,17500,17500,0.0,0.0
776,ANNASANDRAPALYA HAL,-,-,13000,13000,-,-,12.9648,77.6744
777,Ashirvad Colony,11000,11000,-,-,-,-,13.0274,77.6588
778,Austin Town,-,-,33000,33000,-,-,12.9588,77.616
779,Banashankari Temple Ward,6000,6000,10000,10000,-,-,12.9125,77.5714
780,Basavanagar,-,-,-,-,"16,000 - 17,500",16750,12.9671,77.6808
781,Basavanagara,-,-,-,-,35000,35000,12.9671,77.6808
782,BEL Circle,-,-,28000,28000,-,-,13.044,77.5571
783,Best County 2,-,-,"10,000 - 14,400",12200,-,-,13.0923,77.5444
784,Bethel Nagar Road,5000,5000,17000,17000,-,-,0.0,0.0
785,Bettadasapura,6500,6500,16000,16000,-,-,12.8416,77.6327
786,Bharath Nagar,-,-,-,-,"35,000 - 40,000",37500,12.9783,77.4778
787,Bharathi Layout,14500,14500,-,-,-,-,12.9281,77.6072
788,Bhuvaneshwari Nagar,-,-,20000,20000,-,-,13.0545,77.6036
789,Block A Sahakar Nagar,-,-,23000,23000,-,-,13.0628,77.5781
790,Bluejay Ardley,15000,15000,-,-,-,-,0.0,0.0
791,Brigade Gateway Resident Lane,-,-,-,-,54000,54000,0.0,0.0
792,BTM 4th stage,-,-,-,-,36000,36000,0.0,0.0
793,Cambridge Layout,-,-,40000,40000,-,-,12.9726,77.6253
794,Cambridge Road,-,-,36000,36000,55000,55000,12.9726,77.6253
795,Cashier Layout,"9,200 - 13,000",11100,-,-,-,-,12.9247,77.6102
796,CBI Road,4000,4000,23000,23000,-,-,0.0,0.0
797,Chamundi Nagar,2000,2000,-,-,-,-,13.0317,77.5999
798,Chickpete,12000,12000,-,-,-,-,12.9709,77.5763
799,Chikka Banahalli Rd K R Puram,-,-,-,-,"30,000 - 39,000",34500,0.0,0.0
800,chinnappa garden Benson town,-,-,20000,20000,-,-,0.0,0.0
801,Coconut Grove Layout,14000,14000,-,-,24000,24000,13.0274,77.6558
802,Cooke Town,14000,14000,-,-,45000,45000,13.0032,77.6228
803,Dasappa Layout,-,-,16000,16000,-,-,13.0136,77.6712
804,Defence Colony,-,-,-,-,2.5 L,250000,12.9766,77.6436
805,Dhanalakshmi Layout,10000,10000,35000,35000,-,-,13.0658,77.5727
806,Doddajala,-,-,12500,12500,-,-,13.1821,77.6529
807,Doddakallasandra,6800,6800,-,-,-,-,12.8807,77.5576
808,Dodsworth Layout,-,-,-,-,"35,000 - 47,400",41200,12.9729,77.7438
809,Dollar Scheme Colony,"9,800 - 10,700",10250,-,-,-,-,12.9182,77.6185
810,Domlur Flyover,20500,20500,38000,38000,-,-,0.0,0.0
811,Dwarka Nagar,-,-,16000,16000,-,-,13.1225,77.6207
812,Electronic City Doddathoguru,10250,10250,14500,14500,-,-,12.8479,77.6528
813,Electronic City Neeladri Nagar,-,-,13500,13500,20000,20000,12.8391,77.6472
814,Embassy Golf Links Business Park,-,-,-,-,75000,75000,12.9513,77.6465
815,Esther Enclave Layout,11000,11000,-,-,18000,18000,13.0269,77.6683
816,Ganapathipura,-,-,14200,14200,16000,16000,12.8911,77.5691
817,Ganapathy Nagar,14000,14000,14000,14000,-,-,13.0211,77.5118
818,Gandhipuram,9000,9000,-,-,28000,28000,12.9714,77.7559
819,Gangondanahalli,-,-,9000,9000,-,-,13.0204,77.4673
820,Gavipuram,8500,8500,8500,8500,-,-,0.0,0.0
821,Gowda Muniswamy Garden,-,-,"19,000 - 24,000",21500,-,-,12.9468,77.6257
822,Hanumaiah Layout,17000,17000,-,-,-,-,13.1023,77.5602
823,Hennur Gardens,10000,10000,-,-,33000,33000,13.0359,77.6431
824,High Grounds,30000,30000,-,-,-,-,12.9872,77.5842
825,hongasandra bangalore,"9,000 - 10,000",9500,-,-,-,-,12.8946,77.6258
826,Hosakerehalli Cross,-,-,20000,20000,22000,22000,0.0,0.0
827,Hosakerehalli Layout,6500,6500,-,-,-,-,12.9343,77.5426
828,Indra Nagar,-,-,34000,34000,-,-,12.9784,77.6408
829,Industrial Area,-,-,30000,30000,35000,35000,12.9911,77.7094
830,ITI Layout Main Road,-,-,12500,12500,-,-,0.0,0.0
831,J C Nagar,-,-,16000,16000,-,-,13.0082,77.5949
832,Jakkasandra,10000,10000,-,-,-,-,12.9234,77.6386
833,Jakkuru Layout,-,-,16500,16500,-,-,13.0711,77.5999
834,Jakkuru Main Road,-,-,16000,16000,-,-,0.0,0.0
835,Javarandoddi,-,-,12400,12400,-,-,12.9311,77.5204
836,JAYANAGAR 2ND BLOCK,-,-,"14,000 - 17,000",15500,-,-,12.9398,77.5834
837,Jayanagar LIC Colony,-,-,20000,20000,-,-,0.0,0.0
838,Jedara Halli,-,-,25000,25000,-,-,12.9816,77.5501
839,Jeremiah Road,-,-,25000,25000,-,-,0.0,0.0
840,John Nagar,15200,15200,40000,40000,-,-,12.931,77.62
841,JP Nagar Dollars Colony,-,-,-,-,40000,40000,12.9043,77.5985
842,Judiciary Layout,-,-,16000,16000,-,-,13.0778,77.587
843,Kachamaranahalli,-,-,21000,21000,-,-,12.9122,77.7334
844,Kadugodi Plantation,5000,5000,-,-,-,-,12.9931,77.7516
845,Kalidasa Layout,10000,10000,14000,14000,-,-,12.9485,77.5516
846,Kanaka Nagar Main Road,-,-,16000,16000,-,-,0.0,0.0
847,Kanmanike,-,-,12000,12000,-,-,12.8641,77.4336
848,Karle Zenith Residency Road,9000,9000,-,-,-,-,0.0,0.0
849,Kartik Layout Doddanekundi Road,-,-,18000,18000,23000,23000,0.0,0.0
850,Karuna Nagar,-,-,-,-,"23,000 - 26,000",24500,12.8435,77.65
851,KEB Layout,8000,8000,21000,21000,-,-,13.0308,77.5799
852,Kumara Park East,-,-,-,-,55000,55000,12.9913,77.5813
853,Kumbena Agrahara,-,-,-,-,21500,21500,13.0013,77.7466
854,Kundalahalli Main,15000,15000,35000,35000,-,-,0.0,0.0
855,Kundalahalli Main Road,"8,000 - 12,500",10250,-,-,-,-,0.0,0.0
856,Kvalasanahalli,-,-,14000,14000,-,-,13.0601,77.658
857,Lakshmi Narasimha Swamy Layout,-,-,18000,18000,25000,25000,0.0,0.0
858,Langford Gardens,22000,22000,-,-,-,-,12.9638,77.5985
859,M S R Main Road,9000,9000,12300,12300,-,-,0.0,0.0
860,Madagondanahalli,-,-,18800,18800,20000,20000,12.8248,77.6579
861,Makali Aluru Main Road,4000,4000,-,-,-,-,0.0,0.0
862,Manganahalli Road,5500,5500,10000,10000,-,-,0.0,0.0
863,Manjunath Layout,-,-,24000,24000,-,-,12.8909,77.591
864,Manjunatha Layout Munnekollal,-,-,"16,900 - 17,000",16950,-,-,12.9491,77.713
865,Manorayanapalya,6000,6000,-,-,-,-,13.0302,77.6041
866,Marathahalli Main Road,12500,12500,-,-,-,-,0.0,0.0
867,Markandhaiha Nagar,-,-,23000,23000,-,-,13.0995,77.6309
868,Maruthi Extension,-,-,15000,15000,-,-,12.9982,77.5622
869,Maruthi Nagar Madivala,-,-,15000,15000,-,-,12.925,77.6128
870,Munneshwara Layout,-,-,23200,23200,32200,32200,13.0374,77.7323
871,Nagarabhavi NGEF Layout,-,-,18000,18000,-,-,12.9588,77.5089
872,Nagarathnamma Layout,18000,18000,-,-,25000,25000,13.0032,77.7576
873,Nagareshwara Nagenahalli,8500,8500,-,-,32500,32500,13.0739,77.6393
874,Nagavara Village,-,-,12000,12000,-,-,13.0422,77.6136
875,Nanjamba Agrahara,10000,10000,-,-,-,-,12.9535,77.5598
876,Nayanapanahalli Road,11000,11000,-,-,17000,17000,0.0,0.0
877,Near Bellandur,-,-,26880,26880,-,-,0.0,0.0
878,Neeladri Investment Layout 6th Main Road,6500,6500,-,-,-,-,0.0,0.0
879,Neeladri Road,-,-,15515,15515,-,-,0.0,0.0
880,Neeladri Road Neeladri Nagar,-,-,"18,000 - 20,000",19000,-,-,0.0,0.0
881,new bel road,-,-,22000,22000,-,-,0.0,0.0
882,NGEF layout,17000,17000,18000,18000,-,-,12.9588,77.5089
883,Nimbekaipura,-,-,-,-,20000,20000,13.0581,77.7561
884,Nobo Nagar,7500,7500,-,-,-,-,12.8681,77.596
885,Nrupathunga Nagar,7500,7500,-,-,-,-,12.883,77.5845
886,Palace Road,-,-,-,-,55000,55000,0.0,0.0
887,Palanahalli,6000,6000,-,-,-,-,13.1142,77.6099
888,Panchasheel Nagar,12000,12000,8500,8500,-,-,12.9756,77.5197
889,Paradise Colony,14000,14000,17000,17000,-,-,12.8955,77.587
890,Pavamanapura,8500,8500,-,-,-,-,12.8727,77.5171
891,Peace Layout,-,-,22000,22000,-,-,13.014,77.6302
892,PF Layout,-,-,10000,10000,-,-,12.9678,77.534
893,pillanna garden,-,-,20000,20000,-,-,13.01,77.6185
894,Prakash Layout,-,-,20000,20000,25000,25000,12.9397,77.7513
895,Prakruthi Layout,11000,11000,-,-,-,-,13.039,77.6328
896,Promenade Road,-,-,-,-,60000,60000,0.0,0.0
897,Punyabhoomi Layout,8000,8000,23000,23000,-,-,13.0307,77.6733
898,Race Course Road,-,-,-,-,30000,30000,0.0,0.0
899,Rajiv Nagar,-,-,16000,16000,-,-,12.8853,77.6731
900,Ramagundana Halli,-,-,21000,21000,-,-,12.9558,77.7409
901,Ramaswamy palya,-,-,13000,13000,-,-,13.0087,77.6341
902,Rifco Shantiniketan Layout,-,-,13000,13000,-,-,0.0,0.0
903,RK Hegde Nagar Bangalore,5000,5000,10000,10000,-,-,13.0676,77.6336
904,Robertson Road,-,-,30000,30000,70000,70000,0.0,0.0
905,Royal Meridian Layout,7500,7500,-,-,-,-,12.887,77.6225
906,Sahakar Nagar Canara Bank Layout,-,-,-,-,30000,30000,13.0704,77.5772
907,Sai Colony,-,-,13000,13000,-,-,13.0024,77.7545
908,Salarpuria Greenage Internal Road,-,-,-,-,45000,45000,0.0,0.0
909,Sampangiram Nagar,12500,12500,18000,18000,-,-,12.9937,77.5747
910,Sangam Enclave,12900,12900,-,-,24000,24000,0.0,0.0
911,Saraipalya,10000,10000,-,-,-,-,13.0518,77.6275
912,Sarvabhouma Nagar,-,-,14000,14000,-,-,12.9139,77.5516
913,Sathya Sai Layout,15000,15000,-,-,-,-,12.9733,77.7524
914,SBM Colony,-,-,11000,11000,-,-,13.0363,77.5559
915,Sector 4,9500,9500,31000,31000,-,-,12.962,77.6923
916,SGR Dental College Road,6500,6500,14500,14500,-,-,0.0,0.0
917,Shakthi Ganapathi Nagar,11000,11000,12000,12000,-,-,12.9923,77.5372
918,Shanthi Nagar,12000,12000,-,-,-,-,12.8486,77.6837
919,Shantipura Main,3000,3000,-,-,-,-,0.0,0.0
920,Shikaripalya Main Road,-,-,25000,25000,25700,25700,0.0,0.0
921,Siddaramana Dinne,12000,12000,-,-,-,-,12.9866,77.5576
922,Singasandra AECS Layout A Block,12000,12000,16000,16000,-,-,12.881,77.6522
923,Sri Ananth Nagar,-,-,14800,14800,20000,20000,12.8343,77.6958
924,ST Bed Bangalore,10000,10000,-,-,-,-,12.9317,77.6357
925,Subramanyapura Main Road,10000,10000,-,-,-,-,0.0,0.0
926,Sunshine Layout,-,-,18000,18000,22000,22000,13.0244,77.698
927,T C palya,-,-,16000,16000,-,-,13.0191,77.7037
928,Tala Cauvery Layout,-,-,17000,17000,-,-,12.9674,77.6797
929,Thathaguni,-,-,6000,6000,-,-,12.8432,77.5118
930,Thirupalya Road,-,-,"20,000 - 22,300",21150,-,-,0.0,0.0
931,Tigalarapalya,-,-,42000,42000,-,-,13.0168,77.4802
932,UAS Layout,-,-,"18,500 - 20,000",19250,-,-,13.0416,77.5773
933,Udayanagar Extension,8000,8000,18000,18000,-,-,12.9901,77.6714
934,University Campus,5500,5500,13000,13000,-,-,12.9504,77.5022
935,V S Reddy Colony,4800,4800,22100,22100,-,-,12.9908,77.7638
936,Vignana Kendra,-,-,22000,22000,-,-,13.0797,77.5808
937,Vignana Nagar Bengaluru,-,-,15500,15500,-,-,12.9745,77.6806
938,Vinayak Nagar,-,-,24000,24000,-,-,12.9633,77.6792
939,Viswa Vihar,-,-,18000,18000,-,-,12.9831,77.6608
940,Viveka Nagar,-,-,12000,12000,-,-,12.9545,77.6191
941,West of Chord Road,16000,16000,-,-,-,-,12.9994,77.5455
942,Yarandahalli,-,-,9750,9750,-,-,12.8112,77.6694
943,Yediyur,7500,7500,20000,20000,-,-,12.9312,77.5723
944,Yelanahalli,15000,15000,-,-,-,-,12.8594,77.6149
945,Yelenahalli Road,-,-,22000,22000,-,-,0.0,0.0
946,Yellama Layout,-,-,18000,18000,-,-,12.8755,77.6505
947,6 Service Rd Chinappa Layou,-,-,32600,32600,-,-,0.0,0.0
948,100 Feet Ring Road,12000,12000,-,-,-,-,0.0,0.0
949,10th G Main Road,-,-,24000,24000,-,-,0.0,0.0
950,139 6th Main Rd,-,-,30000,30000,-,-,0.0,0.0
951,151 5th Cross,16500,16500,-,-,-,-,0.0,0.0
952,15th Cross,-,-,-,-,25000,25000,0.0,0.0
953,1st Stage Indira Nagar,-,-,-,-,60000,60000,12.9801,77.6429
954,2 A cross Road,8500,8500,-,-,-,-,0.0,0.0
955,204 5th C Main,-,-,18000,18000,-,-,0.0,0.0
956,205 Second Cross,10000,10000,-,-,-,-,0.0,0.0
957,20th R Cross Road,10000,10000,-,-,-,-,0.0,0.0
958,215 1st BC Cross,10500,10500,-,-,-,-,0.0,0.0
959,23rd Main,-,-,14000,14000,-,-,0.0,0.0
960,2523 7th Cross Road,-,-,21000,21000,-,-,0.0,0.0
961,2602 18th Main Road,-,-,23500,23500,-,-,0.0,0.0
962,2nd Block HRBR Layout HRBR Layout,16000,16000,-,-,-,-,13.0198,77.6413
963,2nd Block Rajajinagar,5000,5000,-,-,-,-,12.9925,77.5554
964,2nd Stage,7000,7000,-,-,-,-,12.9083,77.6051
965,2nd Stage Vijayanagar,10200,10200,-,-,-,-,12.9637,77.5274
966,349 ITI Layout Main,-,-,19000,19000,-,-,0.0,0.0
967,38 2nd Cross,5500,5500,-,-,-,-,0.0,0.0
968,3rd Block,-,-,17500,17500,-,-,12.9329,77.5839
969,3rd Cross,-,-,30000,30000,-,-,0.0,0.0
970,3rd Main,-,-,-,-,27000,27000,0.0,0.0
971,3rd Main Road,-,-,27000,27000,-,-,0.0,0.0
972,3rd Stage BEML Layout,-,-,-,-,22400,22400,12.9169,77.5175
973,4th Block,-,-,22000,22000,-,-,12.9259,77.583
